Sample_Name,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,data_processing.1,data_processing.2,platform_id,contact_name,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,cell line:ch1,cosmic_id:ch1,primary histology:ch1,primary site:ch1,Sample_Plate,Sample_Group,Pool_ID,Project,Sample_Well,Basename,filenames,Purity_Impute_Absolute,Gains,Amp,HetLoss,HomDel,Amp10
EJM,CellLine_EJM,GSM1669760,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,EJM,Homo sapiens,cell line: EJM,primary site: blood,primary histology: lymphoid_neoplasm other,cosmic_id: 1297447,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669760/suppl/GSM1669760_8221924077_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669760/suppl/GSM1669760_8221924077_R03C02_Red.idat.gz,0,EJM,1297447,lymphoid_neoplasm other,blood,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669760_8221924077_R03C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669760/GSM1669760_8221924077_R03C02,0.539398833333333,BCL2L2-PABPN1;CDK4;CDK6;CDKN2A;CDKN2B;YAP1;ARPC1A;YWHAQ;DNMT3B;E2F3;CD274;BIRC2;BIRC3;KIT;MAP3K5;MET;MYCN;PAK1;PIK3CB;PIK3CG;PKN1;EIF5A2;C11orf30;SMURF1;CCND1;REL;SKP2;SOX4;AURKA;YWHAB;ZNF217;NCOA3;EIF2A;PLA2G10;RUVBL1;FADD;CCNE1,"",EIF2S1;FGFR1;NKX2-8;LSM1;HRAS;KRAS;MDM2;MITF;PAX9;WHSC1L1;C8orf4;RB1;BRCA2;NKX2-1;LINC00290;SLTM;TET1;YEATS4;DYRK2;CCND2;BAG4;IST1,"",""
EN,CellLine_EN,GSM1669765,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,EN,Homo sapiens,cell line: EN,primary site: urogenital_system,primary histology: endometrium,cosmic_id: 1240127,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669765/suppl/GSM1669765_8359018100_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669765/suppl/GSM1669765_8359018100_R06C02_Red.idat.gz,0,EN,1240127,endometrium,urogenital_system,,Tumor,,,,8359018100_R06C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669765/GSM1669765_8359018100_R06C02,0.739065333333334,,,,,
ESS1,CellLine_ESS-1,GSM1669778,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,ESS-1,Homo sapiens,cell line: ESS-1,primary site: urogenital_system,primary histology: endometrium,cosmic_id: 907000,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669778/suppl/GSM1669778_7878191029_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669778/suppl/GSM1669778_7878191029_R02C01_Red.idat.gz,0,ESS-1,907000,endometrium,urogenital_system,,Tumor,,,,7878191029_R02C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669778/GSM1669778_7878191029_R02C01,0.786099000000001,E2F3;PIK3CA;PIK3CB;DCUN1D1;EIF5A2;SOX2;SOX4;EIF2A,"","","",""
EVSAT,CellLine_EVSA-T,GSM1669780,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,EVSA-T,Homo sapiens,cell line: EVSA-T,primary site: breast,primary histology: breast,cosmic_id: 906862,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669780/suppl/GSM1669780_7970376031_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669780/suppl/GSM1669780_7970376031_R04C01_Red.idat.gz,0,EVSA-T,906862,breast,breast,,Tumor,,,,7970376031_R04C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669780/GSM1669780_7970376031_R04C01,0.824664333333334,CDK6;ADAR;ARPC1A;CKS1B;E2F3;FGFR1;LSM1;AR;MDM4;MAP3K5;MET;MYB;RAB23;PIK3CD;WHSC1L1;C8orf4;SMURF1;CCND1;SHC1;SKP2;SOX4;MTDH;BAG4;CDC6,TRIB1;MYC;PIK3CG;AURKA;YWHAZ;ZNF217,BCL2L2-PABPN1;CDKN2A;CDKN2B;YWHAQ;DNMT3B;EGFR;ETV1;NKX2-8;CD274;HRAS;KIT;MITF;MYCL1;MYCN;PAFAH1B1;TRIT1;PTEN;RB1;REL;RPS6KB1;TFDP1;NKX2-1;YWHAB;SLTM;TET1;NCOA3;PPM1D,"",""
FTC133,CellLine_FTC-133,GSM1669794,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,FTC-133,Homo sapiens,cell line: FTC-133,primary site: thyroid,primary histology: thyroid,cosmic_id: 906864,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669794/suppl/GSM1669794_8221932019_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669794/suppl/GSM1669794_8221932019_R06C01_Red.idat.gz,0,FTC-133,906864,thyroid,thyroid,,Tumor,,,,8221932019_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669794/GSM1669794_8221932019_R06C01,0.684610333333333,BCL2L2-PABPN1;CDK6;ARPC1A;EGFR;EIF2S1;ETV1;NKX2-8;MET;PAX9;PIK3CG;MED29;PKN1;SMURF1;PTEN;NKX2-1;TET1;CCNE1,"","","",""
FU97,CellLine_FU97,GSM1669795,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,FU97,Homo sapiens,cell line: FU97,primary site: digestive_system,primary histology: stomach,cosmic_id: 1290806,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669795/suppl/GSM1669795_8221932016_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669795/suppl/GSM1669795_8221932016_R02C01_Red.idat.gz,0,FU97,1290806,stomach,digestive_system,,Tumor,,,,8221932016_R02C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669795/GSM1669795_8221932016_R02C01,0.705589166666666,ADAR;CKS1B;DNMT3B;EEF1A2;KRAS;MDM4;MYCL1;PIK3CA;DCUN1D1;TRIT1;PKN1;EIF5A2;PTK6;SHC1;SKP2;SOX2;AURKA;YWHAB;ZNF217;NCOA3;PLA2G10;CCND2;CHD1L;IST1;SETDB1,PIK3CD,CDKN2C;STARD3;ERBB2;FAT1;GRB7;HRAS;JUN;MITF;LINC00290;CDC6,"",""
FUOV1,CellLine_FU-OV-1,GSM1669796,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,FU-OV-1,Homo sapiens,cell line: FU-OV-1,primary site: urogenital_system,primary histology: ovary,cosmic_id: 1240129,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669796/suppl/GSM1669796_7970368157_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669796/suppl/GSM1669796_7970368157_R06C01_Red.idat.gz,0,FU-OV-1,1240129,ovary,urogenital_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669796_7970368157_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669796/GSM1669796_7970368157_R06C01,0.746448166666666,TRIB1;CDKN2A;ADAR;CDKN2B;YAP1;STARD3;CKS1B;DNMT3B;EEF1A2;ERBB2;FANCD2;GATA6;GRB7;CD274;BIRC2;BIRC3;KRAS;MITF;PIK3CA;PIK3CB;PIK3CD;DCUN1D1;MED29;EIF5A2;PTK6;CCND1;SHC1;SKP2;SOX2;AURKA;VHL;ZNF217;NCOA3;EIF2A;RUVBL1;FADD;CCND2;CHD1L;SETDB1;CDC6,MYC,CDK6;EGFR;ETV1;FGFR1;LSM1;JUN;KIT;WHSC1L1;PKN1;C8orf4;RB1;TFDP1;BAG4,"",CCNE1
G361,CellLine_G-361,GSM1669798,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,G-361,Homo sapiens,cell line: G-361,primary site: skin,primary histology: melanoma,cosmic_id: 906865,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669798/suppl/GSM1669798_7878191011_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669798/suppl/GSM1669798_7878191011_R06C01_Red.idat.gz,0,G-361,906865,melanoma,skin,,Tumor,,,,7878191011_R06C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669798/GSM1669798_7878191011_R06C01,0.643473166666667,CDK6;TRIB1;ADAR;ARPC1A;STARD3;CKS1B;EEF1A2;EGFR;ERBB2;ETV1;FANCD2;GATA6;GRB7;MET;MITF;MYC;PIK3CA;PIK3CB;PIK3CG;DCUN1D1;MED29;PKN1;EIF5A2;SMURF1;PTK6;RPS6KB1;SHC1;SKP2;SOX2;AURKA;VHL;YWHAZ;SLTM;EIF2A;PPM1D;RUVBL1;CCNE1;MTDH;CHD1L;SETDB1;CDC6,"",AKT3;BCL2L2-PABPN1;CDKN2B;YAP1;EIF2S1;FAT1;NKX2-8;CD274;BIRC2;BIRC3;MAP3K5;MYB;PAFAH1B1;PAX9;PTEN;RB1;TFDP1;NKX2-1;LINC00290;TET1,CDKN2A,""
G402,CellLine_G-402,GSM1669800,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,G-402,Homo sapiens,cell line: G-402,primary site: soft_tissue,primary histology: soft_tissue_other,cosmic_id: 907298,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669800/suppl/GSM1669800_8221924118_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669800/suppl/GSM1669800_8221924118_R01C01_Red.idat.gz,0,G-402,907298,soft_tissue_other,soft_tissue,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669800_8221924118_R01C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669800/GSM1669800_8221924118_R01C01,0.698737,YWHAQ;MYCN;REL,"",FGFR1,"",""
GCIY,CellLine_GCIY,GSM1669806,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,GCIY,Homo sapiens,cell line: GCIY,primary site: digestive_system,primary histology: stomach,cosmic_id: 906869,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669806/suppl/GSM1669806_8221924140_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669806/suppl/GSM1669806_8221924140_R01C02_Red.idat.gz,0,GCIY,906869,stomach,digestive_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669806_8221924140_R01C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669806/GSM1669806_8221924140_R01C02,0.734675833333334,TRIB1;ADAR;ARPC1A;STARD3;CKS1B;EGFR;ERBB2;ETV1;GRB7;HRAS;NRAS;MED29;SHC1;SKP2;YWHAZ;PLA2G10;CCNE1;CHD1L;SETDB1;CDC6,GATA6;SMURF1,EEF1A2;EIF2S1;FANCD2;PAFAH1B1;PAK1;PKN1;C11orf30;PTK6;AURKA;TFDP1;VHL;ZNF217;SLTM;PPM1D;IST1,"",MYC
GI1,CellLine_GI-1,GSM1669809,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,GI-1,Homo sapiens,cell line: GI-1,primary site: nervous_system,primary histology: glioma,cosmic_id: 906871,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669809/suppl/GSM1669809_8221932075_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669809/suppl/GSM1669809_8221932075_R01C01_Red.idat.gz,0,GI-1,906871,glioma,nervous_system,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669809_8221932075_R01C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669809/GSM1669809_8221932075_R01C01,0.61101,AKT3;TRIB1;ARPC1A;YWHAQ;EEF1A2;EGFR;ETV1;FGFR1;LSM1;MDM4;MET;MYC;PIK3CG;WHSC1L1;MED29;C8orf4;SMURF1;PTK6;RPS6KB1;SKP2;AURKA;TFDP1;YWHAZ;ZNF217;PPM1D;MTDH;BAG4,JUN,FAT1;HRAS;MAP3K5;SLTM,"",""
HARA,CellLine_HARA,GSM1669839,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,HARA,Homo sapiens,cell line: HARA,primary site: lung,primary histology: lung_NSCLC_squamous_cell_carcinoma,cosmic_id: 1240142,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669839/suppl/GSM1669839_8221924155_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669839/suppl/GSM1669839_8221924155_R03C01_Red.idat.gz,0,HARA,1240142,lung_NSCLC_squamous_cell_carcinoma,lung,,Cell Line,,,,analysis/ChAMP/CL_validation/GSM1669839_8221924155_R03C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669839/GSM1669839_8221924155_R03C01,0.848272833333335,AKT3;CDK6;TRIB1;ARPC1A;FGFR1;NKX2-8;GATA6;LSM1;KRAS;MDM4;MET;MYC;PAX9;RAB23;PIK3CA;PIK3CG;DCUN1D1;WHSC1L1;EIF5A2;C8orf4;SMURF1;CCND1;SKP2;NKX2-1;EIF2A;FADD;BAG4;IST1,SOX2,BCL2L2-PABPN1;CDKN2A;CDKN2B;YAP1;E2F3;EGFR;FANCD2;CD274;HRAS;BIRC2;BIRC3;KIT;MAP3K5;MYB;PAK1;MED29;C11orf30;SOX4;VHL;CCND2;CCNE1,BRCA2,""
HCC1143,CellLine_HCC1143,GSM1669841,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,HCC1143,Homo sapiens,cell line: HCC1143,primary site: breast,primary histology: breast,cosmic_id: 749710,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669841/suppl/GSM1669841_8221932018_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669841/suppl/GSM1669841_8221932018_R01C01_Red.idat.gz,0,HCC1143,749710,breast,breast,,Tumor,,,,8221932018_R01C01,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669841/GSM1669841_8221932018_R01C01,0.826980833333333,CDK4;EGFR;FANCD2;AR;KIT;MDM4;MYC;PAK1;PIK3CA;PIK3CB;DCUN1D1;EIF5A2;C11orf30;SOX2;YWHAZ;SLTM;EIF2A;PLA2G10;MTDH,TRIB1;DNMT3B;MDM2;YEATS4;DYRK2;FADD,AKT3;CDK6;CDKN2A;CDKN2B;YAP1;ARPC1A;FAT1;CD274;BIRC2;BIRC3;MET;MITF;RAB23;PIK3CG;SMURF1;RB1;BRCA2;LINC00290;CDC6,MAP3K5,CCND1
HCC1395,CellLine_HCC1395,GSM1669843,Public on Jul 05 2016,Apr 28 2015,Jul 05 2016,genomic,1,HCC1395,Homo sapiens,cell line: HCC1395,primary site: breast,primary histology: breast,cosmic_id: 749712,genomic DNA,Total DNA was isolated by standard procedures,"Cy3, Cy5",Standard Illumina labelling protocol,9606,"Bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium Human Methylation450 Beadchip using standard Illumina protocol",Arrays were imaged using High Scan SQ using standard recommended Illumina scanner setting,Sanger cell line,Genome Studio V2011.2,[Matrix.processed.txt] Average beta values and detection p-values.  Available on the Series record.,[Matrix.Signal.Intensities.txt] Unmethylated and methylated signal intensities.  Available on the Series record.,GPL13534,"Sebastian,,Moran",PEBC,IDIBELL,"Av. Gran Via de l'Hospitalet, 199-203",L'Hospitalet del Llobregat,Barcelona,08908,Spain,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669843/suppl/GSM1669843_7970368119_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1669nnn/GSM1669843/suppl/GSM1669843_7970368119_R06C02_Red.idat.gz,0,HCC1395,749712,breast,breast,,Tumor,,,,7970368119_R06C02,/home/idevillasante/Documents/Projects/20211210CUP/analysis/CL/GSM1669843/GSM1669843_7970368119_R06C02,0.761835500000001,BCL2L2-PABPN1;CDK6;TRIB1;ARPC1A;E2F3;EEF1A2;GATA6;CD274;KRAS;MYC;PIK3CB;PIK3CG;PKN1;SMURF1;PTK6;RB1;SKP2;SOX4;BRCA2;AURKA;YWHAB;ZNF217;SLTM;NCOA3;PLA2G10;RUVBL1;FADD;CCND2;CCNE1,MET;CCND1,STARD3;ERBB2;GRB7;HRAS;AR;MDM2;MYCN;PAK1;MED29;C11orf30;RPS6KB1;TFDP1;YEATS4;DYRK2;PPM1D;CDC6,CDKN2A;CDKN2B;PTEN,""
